group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Time_coverage_6,Time_coverage_7,Time_coverage_8,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Duration_7,Duration_8,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5,Occurrence_6,Occurrence_7,Occurrence_8
2,1,12000058,11.0247153568453,11.5523465703971,12.7742293807276,13.7184115523466,11.8855873368509,10.774784782005,13.4962510413774,14.7736739794502,0.0309190031152648,0.0292134831460674,0.0294871794871794,0.0312658227848101,0.0285333333333333,0.0297546012269938,0.0305276381909547,0.0315914489311163,321,356,390,395,375,326,398,421
2,2,12000070,10.9414051652319,10.0805331852263,14.2460427658984,16.3565676201055,10.1083032490975,12.6353790613718,10.3860038878089,15.2457650652597,0.0292284866468842,0.0289012738853503,0.0302476415094339,0.030741127348643,0.0287066246056782,0.0304144385026738,0.0298722044728434,0.0308426966292134,337,314,424,479,317,374,313,445
2,3,12000104,11.2468758678145,11.718966953624,13.3851707858928,14.2182727020272,12.7464593168564,10.969175229103,11.4134962510414,14.3015828936407,0.0307750759878419,0.0303160919540229,0.0335654596100278,0.0319999999999999,0.0323239436619718,0.0315495207667731,0.033252427184466,0.0308752997601918,329,348,359,400,355,313,309,417
2,4,12000126,8.80311024715357,14.8014440433213,10.2193835045821,12.6076089975007,13.051930019439,9.63621216328798,12.468758678145,18.4115523465704,0.0301330798479087,0.0315011820330969,0.0283076923076923,0.0292525773195876,0.0309210526315789,0.0287251655629139,0.0323487031700288,0.03315,263,423,325,388,380,302,347,500
2,5,12000182,11.3579561232991,12.3576784226604,14.0794223826715,11.9966675923355,12.0799777839489,10.1638433768398,11.4134962510414,16.5509580672036,0.031953125,0.0308171745152354,0.0313737623762376,0.0296703296703296,0.0308948863636363,0.0297077922077922,0.0308558558558558,0.0313025210084033,320,361,404,364,352,308,333,476
2,6,12000216,10.774784782005,12.4965287420161,11.9966675923355,13.2185504026659,11.9966675923355,11.6078866981394,14.1071924465426,13.80172174396,0.0306962025316455,0.0317796610169491,0.0312138728323699,0.0325136612021857,0.0303370786516854,0.0290277777777777,0.0310513447432762,0.0330452127659574,316,354,346,366,356,360,409,376
2,7,12000238,9.46959178006109,11.4690363787837,14.3293529575118,13.1074701471813,11.3024159955568,12.7186892529853,13.5240211052485,14.0794223826715,0.0298076923076923,0.0301900584795321,0.0356353591160221,0.0301020408163265,0.0301035502958579,0.0313698630136986,0.0344900849858357,0.0309902200488997,286,342,362,392,338,365,353,409
2,8,12000294,11.6356567620106,11.1357956123299,11.4968064426548,14.9680644265482,12.3854484865315,11.0524854207165,15.4401555123577,11.8855873368509,0.030991124260355,0.0314263322884012,0.0330670926517571,0.0304864253393665,0.0315864022662889,0.0309968847352025,0.0386111111111111,0.0300561797752809,338,319,313,442,353,321,360,356
2,9,12000339,11.3024159955568,11.6078866981394,13.412940849764,13.7461816162177,13.6628714246043,12.5798389336295,9.4140516523188,14.2738128297695,0.0294927536231884,0.0311011904761904,0.0342067988668555,0.0314885496183206,0.0316195372750642,0.0305256064690026,0.0316231343283582,0.0329487179487179,345,336,353,393,389,371,268,390
2,10,12000362,11.7467370174951,10.1083032490975,14.6903637878367,11.0247153568453,12.3299083587892,11.6078866981394,13.9683421271869,14.4959733407387,0.0305635838150289,0.0297385620915032,0.0348026315789473,0.0309190031152648,0.0322674418604651,0.0314759036144578,0.0335333333333333,0.0316747572815534,346,306,380,321,344,332,375,412
2,11,12000373,12.4132185504027,10.0805331852263,16.2177173007498,12.5520688697584,10.6081643987781,10.1638433768398,13.2740905304082,14.6903637878367,0.032485465116279,0.0300496688741722,0.0344339622641509,0.0312154696132596,0.0317275747508305,0.029326923076923,0.0334733893557422,0.0332286432160804,344,302,424,362,301,312,357,398
2,12,12000384,10.1916134407109,12.9130797000833,11.6634268258817,13.607331296862,13.0797000833102,11.718966953624,14.3571230213829,12.468758678145,0.0292197452229299,0.0308355437665782,0.0318181818181818,0.0323218997361477,0.0308246073298429,0.0302292263610315,0.0316789215686274,0.0296174142480211,314,377,330,379,382,349,408,379
2,13,12000463,8.35878922521522,14.6903637878367,14.940294362677,12.5242988058873,14.1071924465426,11.4968064426548,9.46959178006109,14.4126631491252,0.028831417624521,0.0338235294117647,0.0376750700280112,0.031146408839779,0.0331592689295039,0.0292372881355932,0.0290955631399317,0.0303864168618266,261,391,357,362,383,354,293,427
2,14,12000485,12.7464593168564,12.7742293807276,11.913357400722,13.2185504026659,11.524576506526,11.524576506526,12.1355179116912,14.1349625104138,0.0294987146529562,0.0307486631016042,0.0307306590257879,0.030126582278481,0.0328322784810126,0.0301598837209302,0.0318513119533527,0.0311124694376528,389,374,349,395,316,344,343,409
2,15,12000519,10.6081643987781,14.2182727020272,11.0802554845876,13.7184115523466,11.8300472091086,10.6637045265204,13.8850319355735,13.996112191058,0.0290273556231003,0.0313725490196078,0.0306923076923077,0.0304187192118226,0.0304285714285714,0.0299065420560747,0.0319693094629156,0.0310344827586206,329,408,325,406,350,321,391,406
2,16,12000520,11.7745070813663,12.1077478478201,11.5801166342683,13.3296306581505,13.1907803387948,12.0799777839489,11.3579561232991,14.5792835323521,0.0302857142857142,0.0319648093841642,0.0298710601719197,0.0308483290488431,0.0293935643564356,0.0290775401069518,0.0298976608187134,0.0306658878504672,350,341,349,389,404,374,342,428
2,17,12000542,13.0241599555679,11.9688975284643,10.4693140794224,14.1071924465426,11.4968064426548,12.4965287420161,16.0510969175229,10.3860038878089,0.0332152974504249,0.0331538461538461,0.0279673590504451,0.031358024691358,0.0300872093023255,0.0304878048780487,0.0352439024390243,0.0309602649006622,353,325,337,405,344,369,410,302
2,18,12000575,9.13635101360733,10.6359344626493,9.08081088586504,15.884476534296,13.2185504026659,12.468758678145,13.9128019994446,15.6623160233269,0.0284602076124567,0.0291920731707317,0.0298357664233576,0.0302966101694915,0.030050505050505,0.0283459595959595,0.0332228116710875,0.0305194805194805,289,328,274,472,396,396,377,462
2,19,12000586,10.7192446542627,10.9969452929742,12.2465981671758,12.3854484865315,12.1077478478201,13.412940849764,13.5795612329908,14.551513468481,0.0310289389067524,0.0307453416149068,0.0313210227272727,0.0301351351351351,0.0328313253012048,0.0312823834196891,0.0349285714285714,0.0318734793187347,311,322,352,370,332,386,350,411
2,20,12000597,10.2749236323244,12.7742293807276,13.4684809775062,11.6634268258817,12.4409886142738,10.9969452929742,15.3290752568731,13.051930019439,0.0308333333333333,0.0331412103746397,0.0336805555555555,0.0294943820224719,0.0306010928961748,0.0287790697674418,0.0345,0.0302056555269922,300,347,360,356,366,344,400,389
2,21,12000610,11.7745070813663,10.9414051652319,11.718966953624,12.663149125243,12.8297695084699,12.6909191891141,13.6906414884754,13.6906414884754,0.0288043478260869,0.0301223241590214,0.0303160919540229,0.0296103896103896,0.0302356020942408,0.0294458762886597,0.030967336683417,0.0289319248826291,368,327,348,385,382,388,398,426
2,22,12000621,13.4684809775062,10.9969452929742,12.4132185504027,11.7467370174951,12.6909191891141,12.3576784226604,11.8300472091086,14.4959733407387,0.0320767195767195,0.0320388349514563,0.0340701219512195,0.0322408536585365,0.0330202312138728,0.0314265536723163,0.0313235294117647,0.0322222222222222,378,309,328,328,346,354,340,405
2,23,12000643,11.8855873368509,11.6911968897528,13.0797000833102,13.607331296862,12.6076089975007,11.524576506526,10.8858650374896,14.7181338517079,0.0293150684931506,0.0289944903581267,0.0308246073298429,0.0295893719806763,0.0307588075880758,0.0293079096045197,0.0294294294294294,0.029642058165548,365,363,382,414,369,354,333,447
2,24,12000676,8.9419605665093,11.8855873368509,12.3576784226604,13.3018605942794,13.8572618717023,11.9411274645932,11.8300472091086,15.884476534296,0.0288530465949821,0.0309248554913294,0.0298257372654155,0.0294226044226044,0.0315822784810126,0.0294520547945205,0.0298319327731092,0.0299790356394129,279,346,373,407,395,365,357,477
2,25,12000698,9.33074146070536,12.468758678145,12.7186892529853,13.6628714246043,11.8022771452374,14.5792835323521,12.3854484865315,13.051930019439,0.0292682926829268,0.0315308988764045,0.0313698630136986,0.0298543689320388,0.0294321329639889,0.0328125,0.0300539083557951,0.0298982188295165,287,356,365,412,361,400,371,393
2,26,12000700,10.1916134407109,12.9686198278256,11.9688975284643,12.9130797000833,10.9414051652319,11.9966675923355,15.0236045542905,13.996112191058,0.0308922558922559,0.0325208913649025,0.0303521126760563,0.0298843187660668,0.0297583081570997,0.0306818181818181,0.0325120192307692,0.0303614457831325,297,359,355,389,331,352,416,415
2,27,12000722,12.5798389336295,12.1355179116912,14.1349625104138,11.7467370174951,11.7745070813663,13.5517911691197,13.0797000833102,10.9969452929742,0.0323571428571428,0.0318513119533527,0.034299191374663,0.0302142857142857,0.0298591549295774,0.0312020460358056,0.0351492537313432,0.0311320754716981,350,343,371,350,355,391,335,318
2,28,12000733,12.1910580394335,11.5523465703971,11.4968064426548,14.2738128297695,11.6356567620106,12.6909191891141,11.0247153568453,15.1346848097751,0.0305710306406685,0.0322981366459627,0.0312688821752265,0.0323677581863979,0.0306286549707602,0.0303856382978723,0.031608280254777,0.0307562076749435,359,322,331,397,342,376,314,443
2,29,12000766,9.830602610386,11.2746459316856,13.5240211052485,12.1632879755623,13.2463204665371,12.7742293807276,13.5240211052485,13.6628714246043,0.0303082191780822,0.0297653958944281,0.0312982005141388,0.0299180327868852,0.033217270194986,0.03125,0.0329054054054054,0.03075,292,341,389,366,359,368,370,400
2,30,12000788,11.1913357400722,10.1638433768398,10.5248542071647,15.1624548736462,13.0797000833102,11.4968064426548,16.8564287697862,11.524576506526,0.0304380664652568,0.0316608996539792,0.0308631921824104,0.0316705336426914,0.0327083333333333,0.0301749271137026,0.0351273148148148,0.0293079096045197,331,289,307,431,360,343,432,354
2,31,12000867,9.66398222715912,12.3299083587892,14.3293529575118,13.8294918078312,12.2188281033046,11.8300472091086,10.9969452929742,14.8014440433213,0.0293918918918919,0.0313559322033898,0.0324937027707808,0.029225352112676,0.0314285714285714,0.0293388429752066,0.0300911854103343,0.0306321839080459,296,354,397,426,350,363,329,435
2,32,12000889,12.663149125243,11.3579561232991,11.8578172729797,9.80283254651486,13.7184115523466,14.5792835323521,11.5523465703971,14.4682032768675,0.0324786324786324,0.0338576158940397,0.0329475308641975,0.030222602739726,0.0361111111111111,0.0357629427792915,0.0362369337979094,0.0330583756345177,351,302,324,292,342,367,287,394
2,33,12001004,11.2468758678145,11.8300472091086,9.71952235490142,13.8572618717023,12.0522077200778,12.663149125243,14.6070535962233,14.0238822549292,0.0301339285714285,0.0307803468208092,0.0293624161073825,0.0295616113744075,0.0301388888888888,0.0303191489361702,0.032875,0.0299170616113744,336,346,298,422,360,376,400,422
2,34,12001015,12.2743682310469,11.3024159955568,12.7464593168564,13.3574007220217,11.0247153568453,11.913357400722,14.0516523188003,13.3296306581505,0.0322157434402332,0.0305555555555555,0.037135922330097,0.0319813829787234,0.0296268656716417,0.0314516129032258,0.0376488095238095,0.0310077519379844,343,333,309,376,335,341,336,387
2,35,12001037,10.2193835045821,13.412940849764,10.4693140794224,14.0516523188003,12.2188281033046,12.2465981671758,12.0522077200778,15.3290752568731,0.0292063492063492,0.0320291777188329,0.0327256944444444,0.0304819277108433,0.032069970845481,0.0314102564102564,0.0323880597014925,0.0318706697459584,315,377,288,415,343,351,335,433
2,36,12001048,11.2746459316856,13.996112191058,11.1357956123299,13.1074701471813,11.6634268258817,12.8853096362122,11.8578172729797,14.0794223826715,0.0304804804804804,0.0322250639386189,0.0305640243902439,0.0312997347480106,0.0304347826086956,0.0310160427807486,0.0304131054131054,0.0322519083969465,333,391,328,377,345,374,351,393
2,37,12001060,11.6634268258817,12.2188281033046,10.2471535684532,15.9122465981672,10.5526242710358,11.4412663149125,13.3574007220217,14.6070535962233,0.03,0.03125,0.0287383177570093,0.0319042316258351,0.0276967930029154,0.0294285714285714,0.0303661616161616,0.0308685446009389,350,352,321,449,343,350,396,426
2,38,12001082,13.3296306581505,12.1077478478201,11.4968064426548,11.2746459316856,12.9963898916968,12.1077478478201,13.1907803387948,13.4962510413774,0.031331592689295,0.0313218390804597,0.0308955223880597,0.0291666666666666,0.0297709923664122,0.0299450549450549,0.0306056701030927,0.0310741687979539,383,348,335,348,393,364,388,391
2,39,12001105,12.4132185504027,13.996112191058,12.6076089975007,12.2465981671758,13.1630102749236,13.2740905304082,14.2738128297695,8.02554845876145,0.029563492063492,0.0316582914572864,0.0311813186813186,0.0302054794520548,0.0300761421319796,0.0315303430079155,0.0320448877805486,0.029133064516129,378,398,364,365,394,379,401,248
2,40,12001116,10.6914745903916,12.8853096362122,17.1063593446265,12.4132185504027,11.1635656762011,9.30297139683421,13.412940849764,13.0241599555679,0.0289039039039039,0.0295165394402035,0.0326271186440677,0.0294078947368421,0.0279944289693593,0.0275493421052631,0.0302631578947368,0.0287377450980392,333,393,472,380,359,304,399,408
2,41,12001149,12.1077478478201,8.21993890585948,10.0805331852263,15.3013051930019,13.4407109136351,11.718966953624,15.0513746181616,14.0794223826715,0.0324404761904762,0.0300813008130081,0.0287183544303797,0.0318129330254041,0.0308673469387755,0.0292243767313019,0.031221198156682,0.0312192118226601,336,246,316,433,392,361,434,406
2,42,12001161,11.9966675923355,13.3851707858928,12.5798389336295,12.2465981671758,11.9688975284643,13.2463204665371,10.8303249097473,13.7461816162177,0.0302521008403361,0.031544502617801,0.0311126373626373,0.0297169811320754,0.0293596730245231,0.0317154255319149,0.0303738317757009,0.0296762589928057,357,382,364,371,367,376,321,417
2,43,12001183,11.1080255484588,13.1907803387948,11.6078866981394,13.1630102749236,11.3579561232991,12.2188281033046,13.4962510413774,13.8572618717023,0.0294117647058823,0.0338319088319088,0.0321538461538461,0.0307792207792207,0.0300735294117647,0.03125,0.0335635359116022,0.0321520618556701,340,351,325,385,340,352,362,388
2,44,12001194,12.4409886142738,12.2188281033046,14.4126631491252,12.3854484865315,11.718966953624,11.5523465703971,10.4970841432935,14.7736739794502,0.0291666666666666,0.0310734463276836,0.0339659685863874,0.0297333333333333,0.0291436464088397,0.0298850574712643,0.029076923076923,0.0312206572769953,384,354,382,375,362,348,325,426
