group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Time_coverage_6,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5,Occurrence_6
1,1,00010002,17.1595168679717,9.4960433152853,25.1978342357351,21.61599333611,8.32986255726781,18.2007496876302,0.0474654377880184,0.0363057324840764,0.0517979452054794,0.0516932270916334,0.0344827586206897,0.0433531746031746,217,157,292,251,145,252
1,2,00010003,21.4493960849646,8.03831736776343,21.61599333611,22.7821740941274,9.82923781757601,16.2848812994586,0.0628048780487805,0.0374031007751938,0.055926724137931,0.0610491071428571,0.0430656934306569,0.0509114583333333,205,129,232,224,137,192
1,3,00010004,15.5768429820908,8.99625156184923,24.3648479800083,25.0312369845898,8.45481049562682,17.5760099958351,0.05,0.0385714285714286,0.0575787401574803,0.0642094017094017,0.0406,0.0495305164319249,187,140,254,234,125,213
1,4,00010005,17.7842565597668,8.87130362349021,23.1153685964182,23.3652644731362,9.37109537692628,17.4927113702624,0.0518203883495145,0.0385869565217391,0.0561740890688259,0.0554347826086956,0.0398936170212766,0.0466666666666666,206,138,247,253,141,225
1,5,00010006,17.9092044981258,9.07955018742191,22.6572261557684,24.2399000416493,7.66347355268638,18.4506455643482,0.0477777777777777,0.0400735294117647,0.0480565371024735,0.0608786610878661,0.0340740740740741,0.0402727272727272,225,136,283,239,135,275
1,6,00010007,17.3677634319034,7.5801749271137,26.3223656809663,23.0320699708455,8.07996668054977,17.6176593086214,0.0459251101321586,0.0352713178294574,0.0576642335766423,0.0580882352941176,0.0375968992248062,0.0467920353982301,227,129,274,238,129,226
1,7,00010010,18.1591003748438,6.70553935860058,22.1990837151187,23.5735110370679,9.12119950020825,20.2415660141608,0.0556122448979592,0.0365909090909091,0.0594866071428571,0.0661214953271028,0.0445121951219512,0.0549773755656108,196,110,224,214,123,221
1,8,00010012,19.8250728862974,9.66264056643065,20.2832153269471,24.698042482299,7.83007080383174,17.7009579341941,0.0538461538461538,0.0397260273972603,0.0485059760956175,0.0583661417322835,0.0364341085271318,0.048076923076923,221,146,251,254,129,221
1,9,00010016,15.8267388588088,11.5368596418159,24.4064972927947,23.5318617242815,7.7884214910454,16.9096209912536,0.0414847161572052,0.0384722222222222,0.0496610169491525,0.0492160278745644,0.0329225352112676,0.0419421487603305,229,180,295,287,142,242
1,10,00010017,20.1166180758017,6.58059142024157,20.7413577675968,19.658475635152,10.5789254477301,22.3240316534777,0.0525,0.0352678571428571,0.0508163265306122,0.0450381679389313,0.0409677419354839,0.0538152610441767,230,112,245,262,155,249
1,11,00010019,23.6151603498542,6.99708454810496,20.6580591420242,21.990837151187,7.33027905039567,19.408579758434,0.0536931818181818,0.0341463414634146,0.0475095785440613,0.0498113207547169,0.033587786259542,0.0508733624454148,264,123,261,265,131,229
1,12,00010020,19.0337359433569,8.03831736776343,23.5318617242815,23.9067055393586,8.66305705955852,16.826322365681,0.0546650717703349,0.0374031007751938,0.05517578125,0.0658256880733945,0.037410071942446,0.0474178403755868,209,129,256,218,139,213
1,13,00010021,16.95127030404,9.95418575593503,22.6988754685548,24.323198667222,8.70470637234486,17.3677634319034,0.0519132653061224,0.0380573248407643,0.0565352697095435,0.0632034632034632,0.0362847222222222,0.0491745283018868,196,157,241,231,144,212
1,14,00010022,17.1595168679717,7.66347355268638,23.7817576009996,23.2819658475635,9.82923781757601,18.2840483132028,0.0434599156118143,0.0356589147286822,0.0506205673758865,0.0490350877192982,0.0361963190184049,0.0459205020920502,237,129,282,285,163,239
1,15,00010023,15.1187005414411,10.5789254477301,24.1149521032903,26.4473136193253,6.28904623073719,17.4510620574761,0.0467783505154639,0.0412337662337662,0.0608193277310924,0.06201171875,0.0373762376237624,0.0463495575221239,194,154,238,256,101,226
1,16,00010024,18.5755935027072,11.1620158267389,22.8654727197001,24.8646397334444,7.20533111203665,15.3269471053728,0.0533492822966507,0.0440789473684211,0.0569502074688797,0.0585294117647059,0.0376086956521739,0.0438095238095238,209,152,241,255,115,210
1,17,00010026,18.7421907538526,7.91336942940441,19.158683881716,19.2419825072886,10.7871720116618,24.1566014160766,0.0548780487804878,0.0392561983471074,0.0529953917050691,0.05775,0.0483208955223881,0.0611814345991561,205,121,217,200,134,237
1,18,00010027,19.158683881716,6.99708454810496,20.6164098292378,19.1170345689296,12.9945855893378,21.1162015826739,0.0649717514124294,0.0407766990291262,0.0594951923076923,0.051,0.0516556291390728,0.0597877358490566,177,103,208,225,151,212
1,19,00010028,18.1591003748438,6.74718867138692,24.2815493544357,25.0312369845898,8.03831736776343,17.7426072469804,0.055050505050505,0.0368181818181818,0.0604771784232365,0.0623443983402489,0.0398760330578512,0.0486301369863014,198,110,241,241,121,219
1,20,00010029,18.3256976259892,8.87130362349021,22.3240316534777,22.1574344023324,10.9954185755935,17.326114119117,0.0569948186528497,0.0383093525179856,0.054251012145749,0.0601809954751131,0.0442953020134228,0.052,193,139,247,221,149,200
1,21,00010030,19.3252811328613,8.82965431070387,21.990837151187,23.3236151603499,8.49645980841316,18.0341524364848,0.0493617021276595,0.0378571428571429,0.0536585365853658,0.0562248995983935,0.0369565217391304,0.0505841121495327,235,140,246,249,138,214
1,22,00010031,16.4098292378176,8.49645980841316,24.323198667222,24.1566014160766,8.66305705955852,17.9508538109121,0.0482843137254902,0.0361702127659574,0.051048951048951,0.0582329317269076,0.0393939393939394,0.0445247933884297,204,141,286,249,132,242
1,23,00010032,14.5356101624323,9.53769262807164,26.1557684298209,25.6559766763848,8.66305705955852,15.4518950437318,0.0454427083333333,0.0371753246753247,0.0628,0.0628571428571428,0.0356164383561644,0.0431395348837209,192,154,250,245,146,215
1,24,00010033,16.9929196168263,9.74593919200333,23.0737192836318,22.4489795918367,12.036651395252,15.7017909204498,0.05,0.0392617449664429,0.0551792828685259,0.0580818965517241,0.0417630057803468,0.0478426395939086,204,149,251,232,173,197
1,25,00010034,19.7001249479384,10.3706788837984,22.115785089546,24.6563931695127,6.66389004581424,16.4931278633903,0.0406357388316151,0.0322538860103627,0.0441029900332226,0.0458204334365325,0.0291970802919708,0.0389763779527559,291,193,301,323,137,254
1,26,00010035,17.3677634319034,8.41316118284048,22.3240316534777,24.4897959183673,9.37109537692628,18.0341524364848,0.0508536585365853,0.0368613138686131,0.0549180327868852,0.0604938271604938,0.039612676056338,0.0449170124481327,205,137,244,243,142,241
