group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5
2,1,00010002,21.1578508954602,20.8246563931695,22.1574344023324,17.8675551853394,17.8675551853394,0.0461818181818181,0.048828125,0.0458620689655172,0.0458333333333333,0.0466304347826087,275,256,290,234,230
2,2,00010003,21.6992919616826,16.7846730528946,16.826322365681,20.0749687630154,24.5314452311537,0.0654522613065326,0.0533068783068783,0.0487922705314009,0.0596534653465346,0.0634698275862069,199,189,207,202,232
2,3,00010004,23.8234069137859,19.783423573511,17.6593086214077,19.8250728862974,18.8671386922116,0.0611111111111111,0.0557511737089202,0.0502369668246445,0.0636363636363636,0.0552439024390244,234,213,211,187,205
2,4,00010005,21.1578508954602,18.3673469387755,17.4510620574761,21.4077467721783,21.5743440233236,0.0508,0.0505733944954128,0.0471846846846847,0.0573660714285714,0.0578125,250,218,222,224,224
2,5,00010006,20.5331112036651,21.4493960849646,20.5331112036651,18.6588921282799,18.7421907538526,0.0503061224489796,0.0521255060728745,0.0489087301587301,0.0446215139442231,0.0455465587044534,245,247,252,251,247
2,6,00010007,19.6168263223657,21.4077467721783,21.9491878384007,21.1578508954602,15.8267388588088,0.0537671232876712,0.0503921568627451,0.049160447761194,0.0616504854368932,0.044811320754717,219,255,268,206,212
2,7,00010010,21.2827988338192,20.8663057059559,18.4089962515618,21.61599333611,17.6593086214077,0.0527892561983471,0.0537553648068669,0.0523696682464455,0.0614928909952606,0.0538071065989847,242,233,211,211,197
2,8,00010012,23.1986672219908,17.8259058725531,16.95127030404,18.7005414410662,23.1153685964182,0.0570696721311475,0.05,0.0454241071428571,0.0514908256880734,0.0550595238095238,244,214,224,218,252
2,9,00010016,23.3236151603499,20.6580591420242,19.8667221990837,18.0341524364848,18.0758017492711,0.048780487804878,0.0496,0.0443308550185873,0.0458686440677966,0.0459745762711864,287,250,269,236,236
2,10,00010017,21.0745522698875,20.6580591420242,17.6176593086214,21.9491878384007,18.5339441899209,0.0545258620689655,0.0553571428571428,0.0476351351351351,0.0588169642857143,0.0512672811059908,232,224,222,224,217
