group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Time_coverage_6,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5,Occurrence_6
1,1,00010002,13.6193252811329,17.3677634319034,17.5343606830487,18.2423990004165,17.326114119117,15.9100374843815,0.0375,0.0471719457013574,0.0476244343891402,0.044331983805668,0.0468468468468468,0.0417030567685589,218,221,221,247,222,229
1,2,00010003,10.5789254477301,16.3265306122449,20.9496043315285,14.9521032902957,23.8650562265723,13.3277800916285,0.0473880597014925,0.0553672316384181,0.0665343915343915,0.0531065088757396,0.0660138248847926,0.0509554140127388,134,177,189,169,217,157
1,3,00010004,15.9933361099542,15.0770512286547,21.740941274469,15.1603498542274,17.9925031236985,14.0358184089963,0.051063829787234,0.0473821989528796,0.0720994475138121,0.0471502590673575,0.0551020408163265,0.0460382513661202,188,191,181,193,196,183
1,4,00010005,10.0374843815077,16.6180758017493,20.9079550187422,16.9929196168263,20.2415660141608,15.2019991670137,0.0383757961783439,0.0477272727272727,0.0534042553191489,0.0512562814070352,0.0549773755656108,0.0453980099502487,157,209,235,199,221,201
1,5,00010006,9.20449812578092,19.0753852561433,18.9504373177843,14.743856726364,19.5751770095793,18.4506455643482,0.0386363636363636,0.048109243697479,0.0505555555555555,0.0453846153846154,0.0473790322580645,0.0473290598290598,143,238,225,195,248,234
1,6,00010007,12.3698458975427,14.1191170345689,19.9916701374427,19.3252811328613,18.5339441899209,15.6601416076635,0.0431686046511628,0.0446052631578947,0.0731707317073171,0.0497854077253219,0.0477467811158798,0.0477157360406091,172,190,164,233,233,197
1,7,00010010,11.7034568929613,16.7430237401083,22.3656809662641,16.1599333610995,17.3677634319034,15.6601416076635,0.0456168831168831,0.0492647058823529,0.0794378698224852,0.0494897959183673,0.0496428571428571,0.047,154,204,169,196,210,200
1,8,00010012,11.3286130778842,17.7426072469804,21.4910453977509,14.9104539775094,19.9083715118701,14.618908788005,0.04,0.0479729729729729,0.0581081081081081,0.0461340206185567,0.0515086206896552,0.0454663212435233,170,222,222,194,232,193
1,9,00010016,11.8284048313203,17.5343606830487,18.5755935027072,17.7842565597668,16.7430237401083,17.5343606830487,0.0360406091370558,0.0433127572016461,0.0489035087719298,0.0432186234817813,0.0442731277533039,0.0478409090909091,197,243,228,247,227,220
1,10,00010017,10.8704706372345,17.3677634319034,20.3665139525198,16.5347771761766,19.283631820075,15.5768429820908,0.0429276315789474,0.0465401785714285,0.0560779816513761,0.0488916256157635,0.0492553191489361,0.044951923076923,152,224,218,203,235,208
