group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Time_coverage_6,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5,Occurrence_6
1,1,00010002,13.9108704706372,15.3269471053728,14.8271553519367,20.8246563931695,15.7434402332362,19.3669304456476,0.0453804347826087,0.0420091324200913,0.0478494623655914,0.0464684014869888,0.0418141592920354,0.0465,184,219,186,269,226,250
1,2,00010003,13.0362349021241,18.8671386922116,22.6155768429821,14.6605581007913,14.993752603082,15.8267388588088,0.0501602564102564,0.0612162162162162,0.0665441176470588,0.0486187845303867,0.0514285714285714,0.0519125683060109,156,185,204,181,175,183
1,3,00010004,11.4535610162432,18.7838400666389,14.8271553519367,16.9929196168263,18.9920866305706,18.9504373177843,0.0464527027027027,0.0640625,0.0552795031055901,0.0497560975609756,0.055609756097561,0.0517045454545454,148,176,161,205,205,220
1,4,00010005,13.5360266555602,20.4914618908788,15.7017909204498,16.5764264889629,18.4089962515618,15.2852977925864,0.0489457831325301,0.0551569506726457,0.0541666666666666,0.049502487562189,0.0523696682464455,0.0454207920792079,166,223,174,201,211,202
1,5,00010006,17.5343606830487,14.2024156601416,16.7430237401083,16.3265306122449,16.3681799250312,18.8254893794252,0.0611918604651163,0.0437179487179487,0.0461009174311926,0.0453703703703703,0.0476941747572815,0.0455645161290322,172,195,218,216,206,248
1,6,00010007,13.3694294044148,15.4935443565181,14.618908788005,20.1999167013744,19.2003331945023,17.1178675551853,0.0448324022346369,0.0505434782608696,0.0466755319148936,0.0483067729083665,0.0533564814814815,0.0460762331838565,179,184,188,251,216,223
1,7,00010010,13.3694294044148,18.4506455643482,15.2852977925864,16.0349854227405,19.6168263223657,17.2428154935444,0.05015625,0.0598648648648649,0.0501366120218579,0.0514705882352941,0.0528026905829596,0.05,160,185,183,187,223,207
1,8,00010012,17.0345689296127,16.7846730528946,16.8679716784673,14.7855060391504,15.7434402332362,18.7838400666389,0.0508706467661691,0.0501243781094527,0.0521907216494845,0.0450507614213198,0.0445754716981132,0.0483905579399141,201,201,194,197,212,233
1,9,00010016,12.9529362765514,16.7846730528946,13.6609745939192,19.4918783840067,17.2428154935444,19.8667221990837,0.0363317757009346,0.0470794392523364,0.0431578947368421,0.0430147058823529,0.0474770642201835,0.0469488188976378,214,214,190,272,218,254
1,10,00010017,11.3702623906706,17.8259058725531,16.4098292378176,16.0349854227405,22.6572261557684,15.7017909204498,0.037707182320442,0.0516908212560386,0.0502551020408163,0.0471813725490196,0.0578723404255319,0.0504010695187166,181,207,196,204,235,187
1,11,00010019,12.4947938359017,17.9925031236985,20.8663057059559,14.1191170345689,18.7005414410662,15.8267388588088,0.0414364640883978,0.0490909090909091,0.052626050420168,0.0428030303030303,0.0510227272727272,0.0424107142857143,181,220,238,198,220,224
1,12,00010020,15.1187005414411,17.0345689296127,15.7850895460225,17.6593086214077,16.6180758017493,17.7842565597668,0.0553353658536585,0.0543882978723404,0.0535310734463277,0.0475336322869955,0.0475,0.0510765550239234,164,188,177,223,210,209
1,13,00010021,16.1599333610995,16.1182840483132,14.618908788005,16.9096209912536,15.1603498542274,21.0329029571012,0.0532967032967033,0.050390625,0.0528614457831325,0.0497549019607843,0.0473958333333333,0.0551310043668122,182,192,166,204,192,229
