group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Duration_1,Duration_2,Duration_3,Duration_4,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4
1,1,00010003,21.740941274469,27.030403998334,24.5314452311537,26.6972094960433,0.0624401913875598,0.0673236514522822,0.0601020408163265,0.0600187265917603,209,241,245,267
