group,subject,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5
1,1,20.1332963065815,14.2738128297695,17.8561510691475,26.1038600388781,21.6328797556234,0.0604166666666667,0.0449300699300701,0.0503918495297808,0.0654596100278551,0.0669243986254296,300,286,319,359,291
1,2,22.7436823104693,13.9683421271869,16.4954179394613,23.9933351846709,22.7992224382116,0.0499390243902439,0.0395440251572329,0.0425501432664758,0.0526829268292683,0.0530361757105943,410,318,349,410,387
