group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Duration_1,Duration_2,Duration_3,Duration_4,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4
2,1,02,14.4722222222222,31.2916666666667,27.9027777777778,26.3194444444444,0.121728971962617,0.154739010989011,0.130794270833333,0.140997023809524,107,182,192,168
