group,subject,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5
1,1,23.1046931407942,20.3276867536795,20.1888364343238,17.772840877534,18.6059427936684,0.0498800959232614,0.0466836734693877,0.0425644028103044,0.0453257790368272,0.0461432506887052,417,392,427,353,363
1,2,21.6884198833657,19.6889752846432,21.1052485420716,20.1332963065815,17.384059983338,0.0519281914893617,0.0452168367346938,0.0452380952380952,0.0478232189973615,0.04275956284153,376,392,420,379,366
1,3,23.1880033324077,16.3287975562344,22.9936128853096,20.8553179672313,16.634268258817,0.056266846361186,0.0446808510638298,0.0549071618037135,0.0524441340782123,0.0466510903426791,371,329,377,358,321
1,4,25.6039988891974,15.1069147459039,22.3549014162733,19.4390447098028,17.4951402388226,0.0498917748917749,0.0359788359788359,0.0426377118644068,0.0411764705882353,0.0382281553398058,462,378,472,425,412
1,5,22.3549014162733,19.8278256039989,22.0216606498195,17.8006109414052,17.9950013885032,0.0529605263157895,0.0454198473282442,0.0491935483870967,0.0491564417177914,0.048502994011976,380,393,403,326,334
1,6,23.7434046098306,19.1891141349625,17.9950013885032,19.8000555401277,19.272424326576,0.0498251748251748,0.0454605263157894,0.0453781512605042,0.0491046831955923,0.0432668329177057,429,380,357,363,401
1,7,22.2160510969175,20.4943071369064,21.4107192446543,16.9675090252708,18.911413496251,0.0468384074941452,0.0494638069705094,0.048551637279597,0.0436428571428571,0.0426691729323308,427,373,397,350,399
1,8,22.7714523743405,19.0780338794779,20.4387670091641,19.7445154123855,17.967231324632,0.0533854166666667,0.0462938005390835,0.0488063660477453,0.0460492227979274,0.0441939890710382,384,371,377,386,366
1,9,23.5490141627326,18.1060816439878,18.4948625381838,19.9111357956123,19.9389058594835,0.051207729468599,0.0435828877005347,0.043359375,0.0471710526315789,0.0462628865979381,414,374,384,380,388
1,10,22.0216606498195,18.4948625381838,19.4112746459317,21.4940294362677,18.5781727297973,0.0514935064935065,0.0432467532467532,0.046108179419525,0.0513262599469496,0.0464583333333333,385,385,379,377,360
1,11,21.9383504582061,20.8553179672313,19.0780338794779,20.0499861149681,18.0783115801166,0.0541095890410959,0.0474116161616162,0.0464189189189189,0.051867816091954,0.0466332378223495,365,396,370,348,349
1,12,22.493751735629,16.828658705915,22.5770619272424,21.355179116912,16.7453485143016,0.0534300791556728,0.0439130434782608,0.0550813008130081,0.0531077348066298,0.0483173076923077,379,345,369,362,312
1,13,22.3826714801444,16.5787281310747,20.8830880311025,19.5778950291586,20.5776173285199,0.0441885964912281,0.0384664948453608,0.0434180138568129,0.0407986111111111,0.041722972972973,456,388,433,432,444
1,14,22.1327409053041,20.9663982227159,19.272424326576,19.85559566787,17.772840877534,0.0512210796915167,0.0459245742092457,0.0447164948453608,0.0459511568123393,0.0427807486631016,389,411,388,389,374
1,15,22.8825326298251,19.9389058594835,20.7720077756179,16.828658705915,19.5778950291586,0.0496385542168675,0.0467447916666666,0.0484455958549223,0.0426760563380281,0.0485537190082644,415,384,386,355,363
1,16,24.3265759511247,17.0508192168842,21.1052485420716,17.1896695362399,20.3276867536795,0.0514084507042253,0.0410427807486631,0.05,0.0437146892655367,0.0439903846153846,426,374,380,354,416
1,17,24.576506525965,19.7722854762566,19.4112746459317,16.0788669813941,20.1610663704527,0.045997920997921,0.0412993039443155,0.0407342657342657,0.0393342391304347,0.0430094786729858,481,431,429,368,422
1,18,22.7436823104693,17.6895306859206,20.1332963065815,20.5776173285199,18.8558733685087,0.04875,0.0408333333333333,0.0468346253229974,0.0483681462140992,0.043637532133676,420,390,387,383,389
1,19,23.7156345459595,20.2999166898084,19.2446542627048,19.9111357956123,16.828658705915,0.0503537735849056,0.0439302884615384,0.0439720812182741,0.045037688442211,0.0436599423631124,424,416,394,398,347
1,20,23.1880033324077,19.5223549014163,19.3835045820605,19.6889752846432,18.2171618994724,0.0507907542579075,0.0467420212765957,0.0465333333333333,0.0542048929663609,0.0440860215053763,411,376,375,327,372
1,21,21.8272702027215,20.0777561788392,20.4943071369064,18.3560122188281,19.2446542627048,0.0542817679558011,0.0520893371757925,0.0458955223880597,0.047349570200573,0.0459549071618037,362,347,402,349,377
1,22,22.4382116078867,19.3279644543182,17.2174396001111,19.6334351569009,21.3829491807831,0.0436285097192225,0.0401847575057736,0.0422343324250681,0.0417848699763593,0.0474137931034483,463,433,367,423,406
2,1,22.299361288531,18.717023049153,22.0494307136906,19.3001943904471,17.6339905581783,0.0447104677060134,0.0424433249370277,0.0450113378684807,0.0430074257425742,0.0415575916230366,449,397,441,404,382
2,2,21.9661205220772,19.1891141349625,22.4382116078867,19.7167453485143,16.6898083865593,0.0523148148148148,0.048254189944134,0.0508816120906801,0.0493055555555555,0.0422050561797752,378,358,397,360,356
2,3,21.6051096917523,21.5217995001389,22.1049708414329,20.3832268814218,14.3848930852541,0.0470944309927361,0.0512566137566138,0.0454337899543379,0.0459899749373433,0.0396024464831804,413,378,438,399,327
2,4,20.4943071369064,22.1327409053041,16.7175784504304,20.410996945293,20.2443765620661,0.0422196796338673,0.0433152173913043,0.040566037735849,0.0461683417085427,0.0430851063829787,437,460,371,398,423
2,5,22.1882810330464,19.2446542627048,17.2452096639822,21.1052485420716,20.2166064981949,0.0445870535714286,0.0403846153846153,0.0396045918367346,0.043778801843318,0.0436450839328537,448,429,392,434,417
2,6,24.1321855040267,17.1896695362399,20.9941682865871,17.6895306859206,19.9944459872258,0.0431908548707753,0.038022113022113,0.0395397489539749,0.0389364303178484,0.0406320541760722,503,407,478,409,443
2,7,24.1599555678978,19.4945848375451,21.6884198833657,17.8561510691475,16.8008886420439,0.0563471502590673,0.0501428571428571,0.0546918767507003,0.0493098159509202,0.0458333333333333,386,350,357,326,330
2,8,23.0769230769231,20.0222160510969,19.0502638156068,18.3004720910858,19.5501249652874,0.0484265734265734,0.0424117647058823,0.0401639344262295,0.0404791154791154,0.0402745995423341,429,425,427,407,437
2,9,20.6886975840044,22.5770619272424,17.4951402388226,19.6889752846432,19.5501249652874,0.0445574162679426,0.0511964735516373,0.039572864321608,0.0435503685503685,0.0461942257217848,418,397,398,407,381
2,10,19.8000555401277,19.5778950291586,20.0777561788392,20.3276867536795,20.2166064981949,0.0433698296836983,0.0423677884615384,0.0440853658536585,0.0465648854961832,0.045273631840796,411,416,410,393,402
2,11,21.3274090530408,21.7995001388503,20.2721466259372,17.2452096639822,19.3557345181894,0.0439359267734554,0.0415783898305085,0.0425407925407925,0.0407480314960629,0.0394230769230769,437,472,429,381,442
2,12,23.1046931407942,16.4954179394613,20.7720077756179,22.5770619272424,17.0508192168842,0.0514851485148515,0.0412499999999999,0.0502688172043011,0.0523840206185567,0.0447521865889213,404,360,372,388,343
2,13,19.6056650930297,22.0216606498195,16.8008886420439,23.7156345459595,17.8561510691475,0.0466931216931217,0.0530080213903743,0.0433381088825215,0.0548843187660668,0.0433288409703504,378,374,349,389,371
2,14,24.8819772285476,16.6620383226881,24.2154956956401,18.6059427936684,15.6345459594557,0.055036855036855,0.0416666666666666,0.0510538641686183,0.0447860962566845,0.0404454022988505,407,360,427,374,348
2,15,21.2996389891697,19.4390447098028,18.4948625381838,23.7711746737018,16.9952790891419,0.0528236914600551,0.0470430107526882,0.0451219512195122,0.0611428571428571,0.0458083832335329,363,372,369,350,334
2,16,21.1330186059428,20.8275479033602,16.6898083865593,24.1044154401555,17.2452096639822,0.0459541062801932,0.0438084112149533,0.041051912568306,0.0481152993348115,0.0446120689655172,414,428,366,451,348
2,17,24.576506525965,16.1899472368786,18.9947236878645,21.54956956401,18.6892529852819,0.050513698630137,0.0436377245508982,0.0457219251336898,0.0521505376344086,0.0466066481994459,438,334,374,372,361
2,18,19.6334351569009,21.1607886698139,20.1332963065815,20.1332963065815,18.9391835601222,0.0438585607940446,0.047625,0.0448638613861386,0.0483333333333333,0.0467123287671233,403,400,404,375,365
2,19,20.7164676478756,20.7720077756179,18.4948625381838,19.9944459872258,20.0222160510969,0.0461633663366336,0.0453883495145631,0.045,0.0489130434782609,0.0463367609254498,404,412,370,368,389
2,20,21.5773396278811,21.1052485420716,19.8833657317412,17.384059983338,20.0499861149681,0.0530737704918033,0.0472636815920398,0.0469816272965879,0.0434722222222222,0.0505602240896358,366,402,381,360,357
2,21,26.2427103582338,14.5237434046098,22.6603721188559,19.0224937517356,17.5506803665648,0.052734375,0.0399847094801223,0.0512562814070352,0.0460349462365591,0.0434065934065934,448,327,398,372,364
2,22,22.4382116078867,18.522632602055,21.6328797556234,18.2171618994724,19.1891141349625,0.0476415094339623,0.0425382653061224,0.0485660847880299,0.0437333333333333,0.0445231958762886,424,392,401,375,388
2,23,23.2990835878923,18.8558733685087,20.0777561788392,17.8561510691475,19.9111357956123,0.0464048672566372,0.043637532133676,0.0412671232876712,0.0382738095238095,0.0400111607142857,452,389,438,420,448
2,24,20.7442377117467,19.8278256039989,18.0227714523743,23.437933907248,17.967231324632,0.0471590909090909,0.0418032786885246,0.0392857142857142,0.0478458049886621,0.0414743589743589,396,427,413,441,390
2,25,22.0216606498195,16.8564287697862,20.6609275201333,21.4662593723966,18.9947236878645,0.046537558685446,0.0459848484848484,0.0473282442748091,0.0473651960784313,0.0468493150684931,426,330,393,408,365
