group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5
1,1,0004,11.6634268258817,20.9108580949736,29.29741738406,15.8289364065537,22.299361288531,0.0357142857142857,0.0492801047120419,0.0546066252587992,0.0386178861788617,0.0475710900473934,294,382,483,369,422
1,2,0005,13.607331296862,21.5773396278811,31.7134129408498,11.8855873368509,21.2163287975562,0.0418088737201365,0.0508507853403141,0.067654028436019,0.0411538461538461,0.0527624309392265,293,382,422,260,362
1,3,0006,11.2191058039433,20.6331574562622,30.5470702582616,13.996112191058,23.6045542904749,0.0336666666666666,0.0458641975308642,0.05,0.0375,0.0447368421052632,300,405,550,336,475
1,4,0007,11.718966953624,20.3832268814218,31.2413218550403,13.6628714246043,22.9936128853096,0.0383636363636363,0.049195710455764,0.0633445945945946,0.0405940594059405,0.0530769230769231,275,373,444,303,390
1,5,0008,12.6353790613718,22.0772007775618,28.1033046376007,14.1905026381561,22.9936128853096,0.0356583072100313,0.0489532019704434,0.055119825708061,0.0401729559748427,0.0471526195899772,319,406,459,318,439
1,6,0009,12.7464593168564,22.6048319911136,28.742016106637,14.4126631491252,21.4940294362677,0.0375,0.0485680190930788,0.0564956331877729,0.0419902912621359,0.0473105134474327,306,419,458,309,409
1,7,0010,12.8853096362122,21.1052485420716,30.3526798111636,13.996112191058,21.6606498194946,0.0404181184668989,0.0471464019851117,0.0647511848341233,0.0414473684210526,0.0511811023622047,287,403,422,304,381
1,8,0011,12.5798389336295,21.8828103304638,29.6584282143849,13.6351013607331,22.2438211607887,0.0376245847176079,0.0466824644549763,0.0547131147540984,0.0406456953642384,0.0481370192307692,301,422,488,302,416
1,9,0012,12.0522077200778,22.1049708414329,29.1585670647043,14.6903637878367,21.9938905859483,0.0358085808580858,0.0529255319148936,0.0568181818181819,0.0392433234421365,0.0478260869565217,303,376,462,337,414
1,10,0013,11.2191058039433,22.6326020549847,31.1024715356845,14.3571230213829,20.6886975840044,0.0372693726937269,0.0513224181360201,0.0588235294117647,0.041426282051282,0.0521708683473389,271,397,476,312,357
1,11,0014,12.9408497639545,22.8547625659539,30.7692307692308,12.2465981671758,21.1885587336851,0.0384488448844884,0.0515664160401002,0.0630979498861048,0.0400909090909091,0.0518342391304348,303,399,439,275,368
1,12,0015,12.3576784226604,21.2996389891697,28.9641766176062,15.3290752568731,22.0494307136906,0.0356570512820512,0.0428013392857143,0.0524647887323944,0.0377049180327868,0.0425053533190578,312,448,497,366,467
1,13,0016,12.4965287420161,23.6045542904749,28.9364065537351,14.5237434046098,20.4387670091641,0.0364077669902912,0.0490762124711316,0.0563852813852814,0.0382309941520467,0.0455445544554455,309,433,462,342,404
1,14,0017,12.6076089975007,20.7720077756179,30.1305193001944,14.3015828936407,22.1882810330464,0.0379598662207357,0.0469849246231156,0.0615079365079365,0.0399844720496894,0.0496890547263682,299,398,441,322,402
1,15,0018,16.0788669813941,17.0230491530131,34.018328242155,13.8572618717023,19.0224937517356,0.0425735294117647,0.0484968354430379,0.0885115606936417,0.0414451827242524,0.0445963541666666,340,316,346,301,384
1,16,0019,11.0802554845876,21.1330186059428,29.4084976395446,14.9958344904193,23.3823937795057,0.0352473498233215,0.0456235011990407,0.0604452054794521,0.0393586005830903,0.0504796163069544,283,417,438,343,417
1,17,0020,13.1907803387948,22.2160510969175,28.8808664259928,15.0791446820328,20.6331574562622,0.0378184713375796,0.0491400491400491,0.0561555075593953,0.0399264705882353,0.0447590361445783,314,407,463,340,415
1,18,0021,14.2460427658984,21.6051096917523,28.0477645098584,14.4959733407387,21.6051096917523,0.0383982035928143,0.0485037406483791,0.0561111111111111,0.0384955752212389,0.0475550122249388,334,401,450,339,409
1,19,0022,12.1355179116912,22.3549014162733,29.6584282143849,13.8850319355735,21.9661205220772,0.0378027681660899,0.0540994623655914,0.0584245076586433,0.0411184210526315,0.0481143552311435,289,372,457,304,411
1,20,0023,11.8300472091086,23.24354346015,31.0469314079422,13.0797000833102,20.799777839489,0.0380357142857142,0.0500598086124402,0.0638127853881279,0.0397804054054054,0.04764631043257,280,418,438,296,393
1,21,0024,11.0247153568453,22.299361288531,27.6312135517912,16.4676478755901,22.5770619272424,0.0342241379310345,0.0465777262180974,0.0518229166666667,0.0415266106442577,0.0450665188470066,290,431,480,357,451
2,1,0101,16.0510969175229,20.0222160510969,26.270480422105,17.578450430436,20.0777561788392,0.0381266490765171,0.0406884875846501,0.0508602150537634,0.0412109375,0.0429334916864608,379,443,465,384,421
2,2,0102,16.0510969175229,22.8547625659539,24.0766453762844,17.578450430436,19.4390447098028,0.0412857142857142,0.0516959798994975,0.0523550724637681,0.0427702702702702,0.0428921568627451,350,398,414,370,408
2,3,0103,16.0510969175229,20.6609275201333,23.9655651207998,18.522632602055,20.799777839489,0.0385333333333333,0.0432558139534883,0.0477323008849558,0.0416875,0.0432448036951501,375,430,452,400,433
2,4,0104,14.7181338517079,21.6051096917523,24.0488753124132,18.3837822826993,21.2440988614274,0.0381844380403458,0.0423747276688453,0.0442740286298568,0.0396882494004796,0.0434659090909091,347,459,489,417,440
2,5,0105,15.5512357678423,21.0219383504582,25.326298250486,17.4396001110803,20.6609275201333,0.0397727272727272,0.0461585365853658,0.0478991596638656,0.0395465994962216,0.0433566433566433,352,410,476,397,429
2,6,0106,16.8008886420439,20.1055262427104,23.437933907248,18.6337128575396,21.0219383504582,0.0395942408376963,0.0443627450980392,0.0473094170403588,0.0413177339901477,0.0431093394077449,382,408,446,406,439
2,7,0107,17.5229103026937,22.7159122465982,24.6042765898362,15.9122465981672,19.2446542627048,0.0455924855491329,0.0596209912536443,0.0595430107526882,0.0459134615384615,0.0502173913043478,346,343,372,312,345
2,8,0108,16.828658705915,19.9389058594835,27.6867536795335,15.9122465981672,19.6334351569009,0.0408355795148248,0.0415509259259259,0.0474761904761905,0.0363578680203045,0.0412004662004662,371,432,525,394,429
2,9,0109,16.9675090252708,19.0780338794779,24.8264371008053,17.2729797278534,21.8550402665926,0.0420798898071625,0.0431532663316582,0.0511441647597254,0.0429558011049723,0.0454387990762125,363,398,437,362,433
2,10,0110,17.2729797278534,19.4390447098028,25.6595390169397,17.5229103026937,20.1055262427104,0.0412466843501326,0.0470430107526882,0.0527397260273973,0.0411879895561357,0.0455919395465995,377,372,438,383,397
2,11,0111,16.6898083865593,19.4945848375451,26.6870313801722,16.6898083865593,20.4387670091641,0.0379419191919191,0.0432266009852216,0.0472933070866142,0.0370987654320987,0.0406181015452538,396,406,508,405,453
2,12,0112,15.0513746181616,22.6048319911136,22.7714523743405,19.466814773674,20.1055262427104,0.0414373088685015,0.0513888888888889,0.0508684863523573,0.0462401055408971,0.0460559796437659,327,396,403,379,393
2,13,0113,16.5231880033324,22.6048319911136,23.1046931407942,15.9955567897806,21.7717300749792,0.0431159420289855,0.0528571428571428,0.0512315270935961,0.0440366972477064,0.0474576271186441,345,385,406,327,413
2,14,0115,15.2457650652597,22.5215217995001,24.7431269091919,17.3285198555957,20.1610663704527,0.0447068403908795,0.0536375661375661,0.0556875,0.0485981308411215,0.0529154518950437,307,378,400,321,343
2,15,0116,15.1346848097751,22.7992224382116,23.0769230769231,18.3004720910858,20.6886975840044,0.0421826625386996,0.0470756880733945,0.049582338902148,0.0430156657963446,0.0467964824120603,323,436,419,383,398
2,16,0117,17.0508192168842,20.410996945293,26.5759511246876,16.8841988336573,19.0780338794779,0.0421703296703296,0.0477272727272727,0.0536434977578475,0.0447058823529411,0.0474447513812154,364,385,446,340,362
2,17,0118,15.9122465981672,21.4384893085254,22.5492918633713,18.9669536239933,21.1330186059428,0.0384048257372654,0.0465060240963855,0.0453125,0.0457774798927614,0.0469753086419753,373,415,448,373,405
2,18,0119,14.6903637878367,21.9661205220772,24.8264371008053,17.4951402388226,21.0219383504582,0.0406923076923077,0.0499368686868687,0.0518561484918793,0.0444915254237288,0.0500661375661375,325,396,431,354,378
2,19,0120,15.1902249375174,22.0772007775618,24.0211052485421,18.4670924743127,20.2443765620661,0.043003144654088,0.0508312020460358,0.0551658163265306,0.0497754491017964,0.0522206303724928,318,391,392,334,349
2,20,0121,18.717023049153,21.4107192446543,25.5484587614552,15.8289364065537,18.4948625381838,0.0434278350515464,0.0460023866348449,0.0490405117270789,0.0377984084880636,0.0417293233082706,388,419,469,377,399
2,21,0122,16.3565676201055,19.2168841988337,27.214662593724,17.4951402388226,19.7167453485143,0.0411312849162011,0.0441326530612245,0.0555555555555556,0.0423387096774193,0.0445979899497487,358,392,441,372,398
